INCIDENT_NUMBER,UCR_CATEGORY,TYPE_OF_FIREARM,FIREARM_MANUFACTURER,FIREARM_MODEL,FIREARM_CALIBER,RECOVERY_DATE,RECOVERY_BLOCK_ADDRESS,CITY,state,RECOVERY_ZIPCODE,PERSON_RECOVERED_FROM_RACE,PERSON_RECOVERED_FROM_SEX,PERSON_RECOVERED_FROM_AGE,year,ObjectId
80-11-068607,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",DAVIS INDUST                                           ,P-32           ,32C  ,8/27/2011,1200 BLOCK PAYNE ST                                         ,LOUISVILLE          ,KY,40204,WHITE,M,57,2011,11615
80-11-068493,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,HANDGUNS: LCP S,380C ,8/27/2011,2300 BLOCK DOUGLASS BLVD                                    ,LOUISVILLE          ,KY,40205,WHITE,M,43,2011,11616
80-11-068389,AGGRAVATED ASSAULT,NULL,                                                       ,               ,     ,8/27/2011,3400 BLOCK VIRGINIA AVE                                     ,LOUISVILLE          ,KY,40211,NULL,NULL,NULL,2011,11617
80-11-068392,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",DIAMONDBACK                                            ,DB9            ,9MM  ,8/26/2011,N 22ND ST / LYTLE ST                                        ,LOUISVILLE          ,KY,40203,WHITE,M,27,2011,11618
80-11-068078,VANDALISM,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,               ,40C  ,8/25/2011,S 28TH ST / MAGAZINE ST                                     ,LOUISVILLE          ,KY,40211,BLACK,M,33,2011,11619
80-11-067710,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,C              ,9MM  ,8/24/2011,3300 BLOCK BRECKENRIDGE LN                                  ,LOUISVILLE          ,KY,40220,BLACK,M,22,2011,11620
80-11-067750,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",US REVOLVER                                            ,               ,38C  ,8/24/2011,4500 BLOCK DUMESNIL ST                                      ,LOUISVILLE          ,KY,40211,BLACK,M,35,2011,11621
80-11-067750,WPNS LAW VIOLATION,"SHOTGUN, BOLT ACTION                                   ",MARLIN FIREARMS                                        ,GOOSE GUN      ,12GA ,8/24/2011,4500 BLOCK DUMESNIL ST                                      ,LOUISVILLE          ,KY,40211,BLACK,M,35,2011,11622
80-11-067698,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",HIPOINT                                                ,JCP            ,40C  ,8/24/2011,600 BLOCK COMPTON ST                                        ,LOUISVILLE          ,KY,40208,BLACK,M,40,2011,11623
80-11-067698,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",PHOENIX ARMS CO                                        ,RAVEN          ,25C  ,8/24/2011,600 BLOCK COMPTON ST                                        ,LOUISVILLE          ,KY,40208,BLACK,M,40,2011,11624
80-11-067457,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 27 (40 SW,40C  ,8/24/2011,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2011,11625
80-11-067694,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",JIMENEZ ARMS                                           ,SEE BRYCO      ,9MM  ,8/24/2011,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,WHITE,M,30,2011,11626
80-11-067694,AGGRAVATED ASSAULT,"RIFLE, SINGLE-SHOT                                     ",                                                       ,               ,20GA ,8/24/2011,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,WHITE,M,30,2011,11627
80-11-067300,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,P89DC          ,9MM  ,8/23/2011,4300 BLOCK LONSDALE AVE                                     ,LOUISVILLE          ,KY,40215,WHITE,M,44,2011,11628
80-11-067300,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",JIMENEZ ARMS                                           ,JA380          ,380C ,8/23/2011,4300 BLOCK LONSDALE AVE                                     ,LOUISVILLE          ,KY,40215,WHITE,M,44,2011,11629
80-11-067114,WPNS LAW VIOLATION,NULL,JENNINGS FIREAR                                        ,               ,     ,8/22/2011,2300 BLOCK W HILL ST                                        ,LOUISVILLE          ,KY,40210,NULL,NULL,NULL,2011,11630
80-11-066704,NARCOTICS,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,19-3           ,357C ,8/21/2011,1200 BLOCK CEDAR CT                                         ,LOUISVILLE          ,KY,40203,BLACK,M,22,2011,11631
80-11-066704,NARCOTICS,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,19-3           ,357C ,8/21/2011,1200 BLOCK CEDAR CT                                         ,LOUISVILLE          ,KY,40203,BLACK,M,22,2011,11632
80-11-066593,AGGRAVATED ASSAULT,"PISTOL, REVOLVER                                       ",ROSSI - AMADEO                                         ,M68            ,38C  ,8/21/2011,2900 BLOCK GREENWOOD AVE                                    ,LOUISVILLE          ,KY,40211,BLACK,M,26,2011,11633
80-11-066619,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNAT                                        ,MODEL PT-1911  ,45C  ,8/21/2011,300 BLOCK WALLACE AVE                                       ,LOUISVILLE          ,KY,40207,WHITE,M,28,2011,11634
80-11-066619,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNAT                                        ,MODEL PT-1911  ,45C  ,8/21/2011,300 BLOCK WALLACE AVE                                       ,LOUISVILLE          ,KY,40207,WHITE,M,28,2011,11635
80-11-095533,ACCIDENTAL SHOOTING,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 22/22C (4,40C  ,11/24/2011,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,NULL,NULL,NULL,2011,11636
80-11-066734,NARCOTICS,"SHOTGUN, SINGLE-SHOT                                   ",                                                       ,SB             ,12GA ,8/21/2011,400 BLOCK E ORMSBY AVE                                      ,LOUISVILLE          ,KY,40203,WHITE,M,24,2011,11637
80-11-066734,NARCOTICS,"SHOTGUN, SINGLE-SHOT                                   ",                                                       ,SB             ,12GA ,8/21/2011,400 BLOCK E ORMSBY AVE                                      ,LOUISVILLE          ,KY,40203,WHITE,M,24,2011,11638
80-11-066734,NARCOTICS,"SHOTGUN, SINGLE-SHOT                                   ",                                                       ,SB             ,12GA ,8/21/2011,400 BLOCK E ORMSBY AVE                                      ,LOUISVILLE          ,KY,40203,WHITE,M,24,2011,11639
80-11-066551,SIMPLE ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",BERSA                                                  ,MOD 83         ,380C ,8/21/2011,700 BLOCK E JACOB ST                                        ,LOUISVILLE          ,KY,40203,BLACK,M,40,2011,11640
80-11-091382,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",RUGER                                                  ,               ,     ,11/10/2011,S 26TH ST / GARLAND AVE                                     ,LOUISVILLE          ,KY,40211,BLACK,M,21,2011,11641
80-11-066785,INTIMIDATION,"PISTOL, SEMI-AUTOMATIC                                 ","KELTEC, CNC IND                                        ",P-3AT          ,380C ,8/21/2011,9300 BLOCK BURGOO KING RD                                   ,LOUISVILLE          ,KY,40272,WHITE,M,66,2011,11642
80-11-066785,INTIMIDATION,"PISTOL, SEMI-AUTOMATIC                                 ","KELTEC, CNC IND                                        ",P-3AT          ,380C ,8/21/2011,9300 BLOCK BURGOO KING RD                                   ,LOUISVILLE          ,KY,40272,WHITE,M,66,2011,11643
80-11-066785,INTIMIDATION,"PISTOL, SEMI-AUTOMATIC                                 ","KELTEC, CNC IND                                        ",P-3AT          ,380C ,8/21/2011,9300 BLOCK BURGOO KING RD                                   ,LOUISVILLE          ,KY,40272,WHITE,M,66,2011,11644
80-11-066785,INTIMIDATION,"PISTOL, SEMI-AUTOMATIC                                 ","KELTEC, CNC IND                                        ",P-3AT          ,380C ,8/21/2011,9300 BLOCK BURGOO KING RD                                   ,LOUISVILLE          ,KY,40272,WHITE,M,66,2011,11645
80-11-066318,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",               ,40C  ,8/20/2011,CANE RUN RD / DONALD DR                                     ,LOUISVILLE          ,KY,40216,BLACK,M,25,2011,11646
80-11-066299,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",LORCIN ENGINEER                                        ,L-380          ,380C ,8/20/2011,CECIL AVE                                                   ,LOUISVILLE          ,KY,40212,BLACK,M,19,2011,11647
80-11-058771,BURGLARY,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,               ,38C  ,8/19/2011,13600 BLOCK TERRACE CREEK DR                                ,LOUISVILLE,KY,40245,BLACK,M,27,2011,11648
80-11-065990,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,               ,380C ,8/19/2011,600 BLOCK W JEFFERSON ST                                    ,LOUISVILLE          ,KY,40202,BLACK,M,20,2011,11649
80-11-065714,ROBBERY,"PISTOL, REVOLVER                                       ",RG INDUSTRIES                                          ,RG 40          ,38C  ,8/18/2011,1100 BLOCK BROOKLINE AVE                                    ,LOUISVILLE          ,KY,40215,BLACK,M,NULL,2011,11650
80-11-065979,STOLEN PROPERTY,"PISTOL, SEMI-AUTOMATIC                                 ",COBRA ENTERPRIS                                        ,CA SERIES      ,380C ,8/18/2011,3300 BLOCK CHESTNUT                                         ,LOUISVILLE          ,KY,40212,BLACK,M,20,2011,11651
80-11-065850,NARCOTICS,"PISTOL, SEMI-AUTOMATIC                                 ",TAURUS INTERNAT                                        ,MODEL PT92     ,9MM  ,8/18/2011,600 BLOCK DR MARTIN LUTHER KING PL                          ,LOUISVILLE          ,KY,40202,BLACK,M,34,2011,11652
80-11-081433,INTIMIDATION,"PISTOL, REVOLVER                                       ",SMITH & WESSON                                         ,CTGE           ,38C  ,10/9/2011,2900 BLOCK W KENTUCKY ST                                    ,LOUISVILLE          ,KY,40211,BLACK,M,29,2011,11653
80-11-084277,WPNS LAW VIOLATION,"RIFLE, SINGLE-SHOT                                     ",CONNECTICUT VAL                                        ,               ,45C  ,10/18/2011,8200 BLOCK MINOR LN                                         ,LOUISVILLE          ,KY,40219,WHITE,M,43,2011,11654
80-11-087804,ROBBERY,NULL,HIPOINT                                                ,HI-POINT       ,     ,10/29/2011,400 BLOCK N 29TH ST                                         ,LOUISVILLE          ,KY,40212,BLACK,M,41,2011,11655
80-11-077734,WPNS LAW VIOLATION,"PISTOL, REVOLVER                                       ",ROSSI - AMADEO                                         ,               ,357C ,9/27/2011,DIXIE HWY / LOWER HUNTERS TRCE                              ,LOUISVILLE          ,KY,40216,BLACK,M,49,2011,11656
80-11-084277,WPNS LAW VIOLATION,"SHOTGUN, SINGLE-SHOT                                   ",NEW ENGLAND FIR                                        ,PARDNER SERIES ,20GA ,10/18/2011,8200 BLOCK MINOR LN                                         ,LOUISVILLE          ,KY,40219,WHITE,M,43,2011,11657
80-11-095357,AGGRAVATED ASSAULT,"SHOTGUN, SINGLE-SHOT                                   ",WINCHESTER                                             ,SHOTGUNS: MODEL,12GA ,11/24/2011,N 19TH ST / LYTLE ST                                        ,LOUISVILLE          ,KY,40203,WHITE,M,50,2011,11658
80-11-081413,WPNS LAW VIOLATION,"PISTOL, DERRINGER                                      ",AMERICAN FRONTI                                        ,               ,22C  ,10/9/2011,DANA DR / LANCE DR                                          ,LOUISVILLE          ,KY,40216,BLACK,M,19,2011,11659
80-11-087530,ACCIDENTAL SHOOTING,"PISTOL, SEMI-AUTOMATIC                                 ",RAVEN ARMS                                             ,MP-25          ,25C  ,10/28/2011,1700 BLOCK LIBERTY BELL WAY                                 ,LOUISVILLE          ,KY,40215,WHITE,M,27,2011,11660
80-11-090840,AGGRAVATED ASSAULT,"PISTOL, SEMI-AUTOMATIC                                 ",STAR                                                   ,STARFIRE       ,45C  ,11/9/2011,1500 BLOCK BARDSTOWN RD                                     ,LOUISVILLE          ,KY,40205,WHITE,M,33,2011,11661
80-11-077746,ROBBERY,"PISTOL, SEMI-AUTOMATIC                                 ","GLOCK, INC.                                            ",MODEL 23/23C (4,40C  ,9/27/2011,S SHELBY ST / E MADISON ST                                  ,LOUISVILLE          ,KY,40202,BLACK,M,17,2011,11662
80-11-095357,AGGRAVATED ASSAULT,"SHOTGUN, SINGLE-SHOT                                   ",WINCHESTER                                             ,SHOTGUNS: MODEL,12GA ,11/24/2011,N 19TH ST / LYTLE ST                                        ,LOUISVILLE          ,KY,40203,WHITE,M,50,2011,11663
80-11-081146,AGGRAVATED ASSAULT,"PISTOL, REVOLVER                                       ",INTERAMRS                                              ,               ,38C  ,10/8/2011,10500 BLOCK BAY POINTE CT                                   ,LOUISVILLE          ,KY,40241,WHITE,M,50,2011,11664
80-11-084277,WPNS LAW VIOLATION,"SHOTGUN, PUMP ACTION                                   ",STEVENS/J. STEV                                        ,               ,12GA ,10/18/2011,8200 BLOCK MINOR LN                                         ,LOUISVILLE          ,KY,40219,WHITE,M,43,2011,11665
80-11-077585,ROBBERY,"SHOTGUN, PUMP ACTION                                   ",O. F. MOSSBERG                                         ,800-899 MODLES ,12GA ,9/26/2011,200 BLOCK WHISP BROOK CIR                                   ,LOUISVILLE          ,KY,40229,NULL,NULL,NULL,2011,11666
80-11-087403,WPNS LAW VIOLATION,"SHOTGUN, SINGLE-SHOT                                   ",REMINGTON ARMS                                         ,               ,12GA ,10/28/2011,2200 BLOCK W MADISON ST                                     ,LOUISVILLE          ,KY,40211,BLACK,M,25,2011,11667
80-11-072246,NARCOTICS,"RIFLE, SEMI-AUTOMATIC                                  ",HIPOINT                                                ,               ,9MM  ,9/9/2011,3600 BLOCK RIVER PARK DR                                    ,LOUISVILLE          ,KY,40211,BLACK,M,26,2011,11668
80-11-084277,WPNS LAW VIOLATION,"RIFLE, SINGLE-SHOT                                     ",VANGUARD                                               ,               ,300C ,10/18/2011,8200 BLOCK MINOR LN                                         ,LOUISVILLE          ,KY,40219,WHITE,M,43,2011,11669
80-10-074585,THEFT OTHER,"PISTOL, SEMI-AUTOMATIC                                 ",                                                       ,P99            ,9MM  ,11/9/2011,3400 BLOCK MINA CT                                          ,LOUISVILLE          ,KY,40220,BLACK,M,35,2011,11670
80-11-081121,WPNS LAW VIOLATION,"PISTOL, SEMI-AUTOMATIC                                 ",SMITH & WESSON                                         ,               ,9MM  ,10/8/2011,2800 BLOCK W MUHAMMAD ALI BLVD                              ,LOUISVILLE          ,KY,40212,BLACK,M,26,2011,11671
80-11-095357,AGGRAVATED ASSAULT,"SHOTGUN, SINGLE-SHOT                                   ",WINCHESTER                                             ,SHOTGUNS: MODEL,12GA ,11/24/2011,N 19TH ST / LYTLE ST                                        ,LOUISVILLE          ,KY,40203,WHITE,M,50,2011,11672
